cpg,beta,p
cg24806812,-0.271025483,2.38911E-05
cg17723710,-0.181489935,2.39103E-05
cg07252363,-0.277121825,2.39103E-05
cg06304190,-0.233444976,2.39319E-05
cg03233656,-0.367593319,2.39394E-05
cg07105125,-0.147068335,2.39832E-05
cg18669381,-0.209908542,2.39839E-05
cg26913563,-0.442685534,2.39984E-05
cg24492694,-0.21948796,2.40135E-05
cg22708897,-0.497888178,2.40169E-05
cg17933300,-0.188132033,2.40243E-05
cg12742178,-0.368954431,2.40318E-05
cg22441157,-0.335901355,2.40532E-05
cg26218411,-0.188746419,0.000024056
cg23923689,-0.254552216,2.40917E-05
cg15385476,-0.358857502,2.40952E-05
cg20442289,-0.300949082,2.40976E-05
cg09159258,-0.205579609,2.41123E-05
cg19698993,0.394699251,2.41193E-05
cg23119026,-0.240322726,2.41245E-05
cg17942750,-0.208779068,2.41324E-05
cg18249580,0.198645179,2.41351E-05
cg01406909,-0.203010741,2.41527E-05
cg11637721,-0.129687876,2.41725E-05
cg18689929,-0.25512275,2.41787E-05
cg08284967,-0.238905664,2.41789E-05
cg24570541,0.137139022,2.41916E-05
cg26003119,-0.275179396,2.41986E-05
cg08324925,-0.191728365,2.42396E-05
cg09143012,-0.303491738,2.42416E-05
cg23575688,-0.43788624,2.42643E-05
cg07739841,-0.386514868,2.42647E-05
cg15058464,0.264807985,2.42692E-05
cg27054162,0.123932245,2.43093E-05
cg00175403,-0.333495081,2.43221E-05
cg03535807,-0.280758062,2.43284E-05
cg20401101,-0.193168443,2.43622E-05
cg16051718,-0.302013432,2.43835E-05
cg21113592,-0.574488832,2.43998E-05
cg06806210,-0.265279986,2.44323E-05
cg20931134,-0.253914614,2.44545E-05
cg11733057,-0.180415695,2.44609E-05
cg22046408,0.251881555,2.44751E-05
cg10821320,-0.212453908,2.44895E-05
cg07855221,-0.130861454,2.45115E-05
cg12118708,-0.187997512,0.000024531
cg21520299,-0.144859722,2.45443E-05
cg14093970,-0.170823752,2.45519E-05
cg15022014,-0.142977168,2.46342E-05
cg25526519,-0.353346165,2.46348E-05
cg17454397,-0.351093647,2.46552E-05
cg26309983,-0.399588292,2.47049E-05
cg08968034,-0.26556425,2.47355E-05
cg07307830,-0.488003655,0.000024746
cg09508934,-0.235651689,2.47746E-05
cg00132769,-0.233796275,2.47773E-05
cg14986671,-0.146288877,2.47876E-05
cg25773259,-0.383550997,2.47915E-05
cg20847701,-0.168337226,2.48463E-05
cg25231776,-0.24470372,2.48615E-05
cg23365071,-0.205028685,2.48906E-05
cg18993334,-0.183958435,2.48926E-05
cg17507897,-0.337148361,2.49648E-05
cg08802944,-0.210392611,2.49976E-05
cg13574337,-0.276960172,2.50008E-05
cg06488655,0.102590344,2.50491E-05
cg27357316,0.108157932,2.50518E-05
cg02952078,-0.176476099,2.51234E-05
cg21913787,-0.3460957,2.51616E-05
cg03518202,-0.263368427,2.51716E-05
cg08575688,-0.273856938,2.51838E-05
cg23010077,-0.186072141,2.51862E-05
cg25539628,0.363014878,2.52463E-05
cg07037963,-0.262039529,2.52494E-05
cg19314352,0.196990747,2.52498E-05
cg01903374,0.109065245,2.52551E-05
cg01329509,-0.167628755,2.52663E-05
cg06097423,-0.247830052,2.52761E-05
cg10867751,0.191438725,2.52879E-05
cg02828687,-0.372737507,2.52981E-05
cg21615831,-0.27105557,2.53277E-05
cg16637690,-0.267631002,2.53397E-05
cg01959716,-0.229545024,2.53782E-05
cg27504460,-0.317377599,2.54018E-05
cg14077232,-0.212915271,2.54179E-05
cg04543008,0.155111708,2.54426E-05
cg12711627,-0.232383603,2.54612E-05
cg19530924,-0.192533358,2.54703E-05
cg08993690,-0.401955771,2.54706E-05
cg21154627,0.124102129,2.55282E-05
cg22966302,-0.19955622,2.55489E-05
cg13085553,-0.273167871,0.000025567
cg07159114,-0.198584442,2.55695E-05
cg10832938,0.10709258,2.55901E-05
cg18530551,0.234840283,2.56613E-05
cg09367967,-0.241460869,2.56998E-05
cg14704758,0.362679795,0.000025703
cg15302350,-0.396805407,0.000025704
cg09167414,-0.112269362,0.000025732
cg01068621,-0.328303257,2.57338E-05
cg01071459,0.22724749,2.57557E-05
cg25776635,-0.092965023,2.57792E-05
cg13714586,-0.136813893,2.58101E-05
cg00604202,0.165749546,2.58305E-05
cg04487904,-0.250147001,2.58363E-05
cg07374808,0.131168553,2.58894E-05
cg26403580,-0.246983656,2.58984E-05
cg14001161,-0.382532737,2.59053E-05
cg10881616,-0.195296139,0.00002591
cg05733104,-0.311623204,2.59247E-05
cg03367264,0.273487469,2.59294E-05
cg21208682,0.392815428,2.59638E-05
cg00753399,-0.464209602,2.60039E-05
cg11906607,-0.328590407,2.60212E-05
cg18719198,-0.152570882,2.60524E-05
cg09887059,0.250041825,2.60628E-05
cg06092948,0.2558238,0.000026099
cg03312427,-0.263328305,2.61105E-05
cg06705138,-0.197198472,2.61181E-05
cg03282312,-0.286638049,2.61415E-05
cg23906641,-0.125660722,0.000026155
cg13390441,-0.252797136,2.62001E-05
cg08402963,-0.203260207,2.62092E-05
cg12795893,-0.289474766,2.62181E-05
cg10063575,-0.310713952,2.62298E-05
cg13221681,-0.215602728,2.62575E-05
cg08118042,-0.193704102,2.62645E-05
cg23839687,-0.215307497,2.62798E-05
cg08992499,0.447714135,2.62846E-05
cg19511862,-0.129441194,2.63028E-05
cg25883762,-0.234573529,0.000026309
cg16664405,0.267660085,2.63183E-05
cg07360805,-0.13750474,2.63257E-05
cg11610831,-0.244074387,2.63314E-05
cg06121193,-0.299419314,2.63445E-05
cg05706348,-0.08055365,2.63631E-05
cg08244301,0.210212341,2.63774E-05
cg06770735,-0.203172479,2.63807E-05
cg02215603,-0.356155026,2.63916E-05
cg02833725,-0.300689335,2.64157E-05
cg24921319,-0.12183559,2.64418E-05
cg08238166,-0.422208399,2.64593E-05
cg15282973,-0.156748225,2.64771E-05
cg01367005,-0.08230301,2.64837E-05
cg23136573,-0.267929842,2.64865E-05
cg00409816,-0.231167734,2.65104E-05
cg12239365,-0.385855643,0.000026514
cg06218344,-0.320310449,2.65166E-05
cg02132824,-0.152806834,2.65282E-05
cg06846320,-0.199853805,2.65314E-05
cg08241694,-0.234468255,2.65354E-05
cg23979401,-0.416282637,2.65745E-05
cg17108388,-0.251091038,0.000026597
cg19901005,0.292606769,2.65989E-05
cg25644224,-0.203224557,2.66112E-05
cg09920804,-0.383319333,2.66156E-05
cg20959189,-0.470004885,2.66194E-05
cg06401021,0.364394011,2.66271E-05
cg11512009,0.424997074,2.66478E-05
cg26385283,-0.235399809,2.66665E-05
cg24417845,-0.288552778,2.66996E-05
cg19160624,-0.298566368,2.67112E-05
cg07265015,-0.162177101,2.67624E-05
cg03403525,-0.157326329,2.67947E-05
cg01940810,-0.348642361,2.67968E-05
cg17735631,-0.186098658,2.68058E-05
cg01617211,-0.243842868,2.68107E-05
cg13371951,0.125095162,2.68227E-05
cg14156498,0.174500208,2.68267E-05
cg19605575,-0.244169327,2.68492E-05
cg25256723,-0.225043118,2.68619E-05
cg18206914,-0.105871564,0.000026864
cg26467269,-0.153277142,2.68715E-05
cg13680246,-0.326246941,2.68778E-05
cg26733224,-0.161404256,2.68907E-05
cg07699300,-0.26296491,2.69045E-05
cg01695279,-0.316530076,0.000026905
cg17357548,-0.476734747,2.69063E-05
cg22684316,-0.201620572,2.69247E-05
cg22126171,-0.395922339,2.69252E-05
cg19751789,-0.144211224,2.69259E-05
cg06532880,-0.342662829,2.69303E-05
cg13808592,-0.321732671,2.69321E-05
cg23448165,-0.287412923,2.69467E-05
cg19530700,-0.319541904,2.69541E-05
cg20291636,-0.198740015,2.69639E-05
cg21599324,-0.214677025,2.69728E-05
cg08065721,-0.267857005,2.70002E-05
cg27511678,-0.301043131,2.70015E-05
cg05878887,-0.487631036,2.70207E-05
cg25278941,-0.317304984,2.70338E-05
cg23689428,-0.259598268,2.70346E-05
cg18274735,-0.169689335,2.70394E-05
cg21285926,-0.319247007,2.70418E-05
cg20963227,0.157442015,2.70587E-05
cg06099697,-0.112677323,2.70773E-05
cg06970090,0.339496592,2.70871E-05
cg01581018,0.146147502,2.70937E-05
cg03287929,-0.399770781,2.71094E-05
cg09138671,-0.306891939,2.71099E-05
cg06960693,0.128823306,2.71181E-05
cg11543937,-0.230935791,2.71548E-05
cg16292181,-0.33539989,2.71636E-05
cg24725576,0.123026948,2.71693E-05
cg07243548,-0.253259034,2.71724E-05
cg02189483,-0.248788016,2.71951E-05
cg07599979,0.250918775,2.71984E-05
cg10115564,-0.183413709,2.72198E-05
cg05502349,-0.272227963,0.000027223
cg19988671,-0.106080963,2.72241E-05
cg02744216,-0.350776132,2.72347E-05
cg15451980,-0.227861075,2.72523E-05
cg22628240,-0.355434283,2.72589E-05
cg11529924,-0.192668811,2.72624E-05
cg18326719,-0.23985422,2.72719E-05
cg06576340,-0.191617476,2.72833E-05
cg03533141,-0.266078448,2.72884E-05
cg11563844,0.496784444,2.72943E-05
cg04115669,-0.187210659,2.73061E-05
cg06074252,-0.27169551,2.73265E-05
cg13836518,0.185654962,2.73413E-05
cg23160483,-0.180912489,0.000027344
cg13644300,-0.274023482,2.73476E-05
cg13266018,-0.129340345,2.73763E-05
cg14555811,-0.412093686,2.73789E-05
cg05547260,-0.411234635,2.73998E-05
cg04384987,-0.252001695,2.74034E-05
cg23581793,-0.422034004,2.74186E-05
cg16318311,-0.383696295,2.74283E-05
cg07608611,-0.290493892,2.74491E-05
cg22730004,-0.32019895,2.74514E-05
cg00337703,-0.322671842,2.74609E-05
cg01724456,-0.368513096,2.74609E-05
cg14804384,-0.156971636,2.74899E-05
cg13774342,-0.615262512,2.74993E-05
cg06142351,-0.531567647,2.75063E-05
cg02637031,-0.215098812,2.75225E-05
cg19619576,-0.207237501,2.75278E-05
cg20207784,-0.332451778,2.75357E-05
cg02362292,-0.185385702,2.75533E-05
cg13400493,-0.260261825,2.75606E-05
cg03448635,-0.1924305,2.75918E-05
cg05041265,-0.338881323,0.000027606
cg14819838,-0.196470987,2.76234E-05
cg10587047,-0.323062749,2.76443E-05
cg08041245,-0.236026914,2.76493E-05
cg15076145,0.153155619,2.76654E-05
cg19646165,-0.184127547,2.76904E-05
cg08767710,-0.141316253,2.76936E-05
cg14662522,-0.307991573,2.76964E-05
cg13360263,-0.248322262,2.77117E-05
cg18228456,-0.262491843,2.77172E-05
cg03265564,-0.260612984,2.77193E-05
cg05502271,-0.106881056,2.77503E-05
cg27181349,0.218081665,2.77626E-05
cg02023548,-0.236519753,2.77914E-05
cg17321888,-0.217453103,0.000027806
cg23898497,-0.209299214,2.78395E-05
cg17479811,-0.217872896,0.000027862
cg24643102,0.09910445,2.78668E-05
cg26375196,-0.182745801,2.78895E-05
cg26123763,-0.186708583,0.000027896
cg27332583,-0.265340377,2.79283E-05
cg04774770,-0.314658454,2.79312E-05
cg08244750,-0.175667869,2.79356E-05
cg09970349,-0.202971669,2.79491E-05
cg17359942,-0.098664478,2.79701E-05
cg03653026,-0.180190861,2.80307E-05
cg02335657,-0.201586002,2.80834E-05
cg03589207,-0.158230265,0.000028089
cg14218233,-0.224590378,2.81338E-05
cg23654821,-0.205186256,2.81458E-05
cg07134252,-0.330894785,2.81547E-05
cg27454698,-0.238687106,2.81549E-05
cg03449150,-0.271010186,2.81569E-05
cg06644515,-0.410303116,2.81672E-05
cg17949403,-0.170780818,2.81826E-05
cg03270395,0.313495607,2.81937E-05
cg06712204,-0.164866284,2.81999E-05
cg25772365,-0.323426291,2.82037E-05
cg08325519,0.184780093,2.82264E-05
cg03833216,-0.289524784,0.000028244
cg19262563,-0.390494688,2.82525E-05
cg08461781,-0.190251792,2.82748E-05
cg20531808,-0.2432027,2.83149E-05
cg13195520,-0.351773862,2.83585E-05
cg19707040,0.431499314,2.83642E-05
cg15917060,-0.369157237,2.83642E-05
cg04566677,-0.150170752,2.83655E-05
cg17028595,-0.187995749,2.83847E-05
cg00398268,-0.372581486,2.84192E-05
cg17185921,-0.351914187,2.84578E-05
cg26841114,-0.147983761,2.85045E-05
cg15693944,-0.196712376,2.85371E-05
cg20159112,-0.223941537,2.85448E-05
cg03503046,-0.325808636,2.85598E-05
cg25011395,-0.238156196,2.85644E-05
cg08790036,-0.310361471,2.85949E-05
cg27306191,-0.290501439,2.86039E-05
cg02294055,-0.159639149,2.86092E-05
cg07474842,-0.443562474,2.86282E-05
cg03346692,-0.209289147,2.86449E-05
cg11586519,-0.133314964,2.86551E-05
cg04606087,-0.151439331,0.000028662
cg24942990,-0.235843152,2.86684E-05
cg23520688,-0.231969534,2.86693E-05
cg04623960,-0.175350925,2.87559E-05
cg20234060,0.223112998,0.000028761
cg04196516,-0.100134858,2.87643E-05
cg25141766,-0.138449679,2.87783E-05
cg05147578,-0.165700542,2.87829E-05
cg07264679,-0.211996001,2.87861E-05
cg18028575,-0.152578081,2.87873E-05
cg10749607,-0.204601414,2.87888E-05
cg17727597,-0.380927518,2.88026E-05
cg15878619,-0.508449298,2.88206E-05
cg05157541,-0.187593115,2.88315E-05
cg13814738,-0.258411046,2.88351E-05
cg09329936,-0.306012714,2.88457E-05
cg11229415,-0.207171969,2.89112E-05
cg04011228,-0.113110311,2.89283E-05
cg19539664,-0.328901362,2.89284E-05
cg01130611,-0.2778763,2.89317E-05
cg06179615,-0.21003727,2.89318E-05
cg25203085,-0.134461293,2.89991E-05
cg13988052,-0.420762378,2.90366E-05
cg13003527,-0.216403308,2.90437E-05
cg10499493,-0.157275619,2.90448E-05
cg13606255,-0.280959418,2.90662E-05
cg18306516,-0.298454662,0.000029121
cg01406381,-0.809872036,0.000029129
cg14563954,0.127222153,2.91479E-05
cg09586191,-0.314949586,2.91561E-05
cg10314459,-0.256763697,2.91983E-05
cg17902290,-0.222511459,2.92371E-05
cg06217862,-0.079201748,2.92446E-05
cg14596108,-0.358420539,2.92514E-05
cg11218432,-0.633791396,2.92622E-05
cg02997497,-0.178032411,2.92707E-05
cg12930930,-0.405995095,2.92783E-05
cg15114651,-0.28246097,0.000029286
cg02286091,0.179908341,2.92861E-05
cg07389870,-0.46260496,0.0000293
cg07861456,-0.1586404,2.93493E-05
cg03357721,-0.318387022,0.000029353
cg06267144,0.132895523,2.93672E-05
cg24070446,-0.271726543,2.93682E-05
cg23005797,-0.535238566,2.93696E-05
cg21896766,0.149862157,2.93732E-05
cg15922611,-0.269867466,2.93852E-05
cg02598079,-0.387273306,2.93867E-05
cg01388598,-0.21574436,2.94115E-05
cg12556325,-0.237601441,2.94243E-05
cg23829949,0.411634847,2.94563E-05
cg00367281,-0.178878371,2.94625E-05
cg03350366,0.307718335,2.94976E-05
cg12197579,-0.263814398,2.95025E-05
cg03081675,0.32976264,2.95069E-05
cg10964160,-0.26032699,2.95154E-05
cg02901002,-0.135465625,2.95351E-05
cg03079395,0.162035568,2.95567E-05
cg21625817,-0.263796131,2.95682E-05
cg20342255,-0.250526568,2.95794E-05
cg12999084,-0.323242378,0.00002958
cg21121843,-0.412188308,2.95841E-05
cg01375651,-0.185826059,2.95926E-05
cg20241256,0.107667163,2.96243E-05
cg14975547,-0.262841137,2.97046E-05
cg23469878,-0.170441934,2.97103E-05
cg27409015,0.367157902,2.97217E-05
cg00473112,-0.23208744,2.97273E-05
cg08987645,-0.251296481,2.97313E-05
cg11385616,-0.185273396,2.97372E-05
cg18118795,-0.275012807,2.97416E-05
cg20070933,-0.202532031,2.97533E-05
cg02217713,-0.139509713,2.97625E-05
cg02975060,-0.209371522,2.97887E-05
cg13921921,-0.374480626,2.97954E-05
cg00868980,-0.149189607,2.98613E-05
cg19022525,-0.205238599,2.98806E-05
cg19513232,-0.272481729,2.99002E-05
cg00791074,-0.27748935,0.000029909
cg14221884,-0.129658841,2.99461E-05
cg01841651,0.392168842,3.00032E-05
cg25139636,-0.190260756,3.00276E-05
cg05848579,-0.190814136,3.00466E-05
cg10217292,-0.337407117,3.00571E-05
cg19439071,-0.283264132,3.00619E-05
cg04535966,-0.392899224,3.00728E-05
cg00393247,-0.226067101,3.00813E-05
cg05941778,-0.199000073,3.00983E-05
cg15857470,-0.562089,0.000030113
cg06476693,-0.310069147,3.01185E-05
cg17756105,-0.33722984,3.01525E-05
cg18077971,0.270944952,3.01588E-05
cg10211776,-0.169651586,3.01639E-05
cg11776115,-0.243720235,3.01949E-05
cg10477592,-0.141095908,3.02091E-05
cg16171137,-0.225413052,3.02248E-05
cg20724690,-0.148846731,3.02304E-05
cg13609385,-0.208380349,3.02328E-05
cg07985589,-0.32303691,3.02479E-05
cg22474754,-0.336311443,3.02586E-05
cg10660426,-0.225376207,3.02997E-05
cg01767230,-0.549298564,0.000030319
cg01089579,-0.205597007,3.03225E-05
cg02155398,0.297158883,3.03344E-05
cg04980428,0.295883019,3.03387E-05
cg23278235,-0.196389717,3.03557E-05
cg21563912,-0.372693652,3.03801E-05
cg05370662,-0.551803984,3.04434E-05
cg05339605,-0.137857178,3.04442E-05
cg26976937,-0.195702938,3.04646E-05
cg15825321,0.312944566,3.04998E-05
cg18484958,-0.413314932,3.05258E-05
cg09507184,-0.270504273,0.000030539
cg22803223,-0.457157269,3.05423E-05
cg23011597,0.163287317,3.05444E-05
cg17947242,-0.163538119,3.05904E-05
cg22011804,-0.278088792,3.06104E-05
cg22117819,-0.166966359,3.06355E-05
cg19003337,-0.200845719,3.06864E-05
cg08947084,-0.489443691,3.06877E-05
cg03043406,-0.437492816,3.07028E-05
cg01410923,-0.437117131,3.07106E-05
cg27409802,-0.241763105,3.07136E-05
cg11468089,-0.199496283,3.07189E-05
cg01655958,-0.431403671,3.07236E-05
cg19412808,-0.332087235,3.07593E-05
cg25062539,0.257141852,3.07675E-05
cg19267253,-0.24594461,3.07687E-05
cg08802053,0.141189363,3.07878E-05
cg24412204,-0.190635929,3.07943E-05
cg10985970,-0.206005665,3.08015E-05
cg09199250,-0.177173214,3.08019E-05
cg14111437,-0.206602236,0.000030815
cg18678316,-0.159688667,3.08281E-05
cg00300298,-0.228416423,3.08331E-05
cg02656560,-0.419899647,3.08483E-05
cg15915028,-0.283899801,3.08609E-05
cg07880384,-0.341950273,3.08659E-05
cg14509606,-0.343902078,3.08718E-05
cg14405825,-0.297124081,3.08785E-05
cg01554304,-0.217467971,3.08842E-05
cg16011217,-0.288138699,3.08897E-05
cg06437100,-0.335808036,3.09147E-05
cg25994968,-0.217796309,3.09259E-05
cg17267681,-0.242077242,3.09276E-05
cg18936620,-0.264632632,3.09296E-05
cg25644095,-0.231432807,3.09379E-05
cg17193040,-0.198079412,3.09436E-05
cg22798707,0.135257924,3.09524E-05
cg18973863,-0.197759221,0.000030959
cg00221658,-0.334766983,3.09746E-05
cg14851608,-0.328297403,3.10179E-05
cg03548415,-0.559863962,3.10195E-05
cg19165216,-0.258425014,3.10983E-05
cg27141871,0.332151136,3.11123E-05
cg02012594,-0.163272608,3.11137E-05
cg14513432,-0.269551521,3.12388E-05
cg25645879,-0.20485416,0.000031247
cg20957316,-0.430837628,3.12515E-05
cg15136410,-0.362103717,3.12685E-05
cg02453146,0.123917397,3.12724E-05
cg03068497,-0.332223982,3.12732E-05
cg03417233,-0.328979226,3.13203E-05
cg17464436,-0.403720146,3.13345E-05
cg07196133,-0.274273529,3.13429E-05
cg05609780,-0.334516469,3.13631E-05
cg10682566,-0.346657746,3.13811E-05
cg11107966,-0.609163003,3.14131E-05
cg01280180,-0.155689242,3.14166E-05
cg03366884,-0.233603281,3.14402E-05
cg09028445,-0.247302481,3.14819E-05
cg02498174,-0.266842165,0.000031488
cg21945989,-0.283742368,3.14897E-05
cg20807948,-0.289848925,3.15004E-05
cg06485892,-0.204689603,3.15022E-05
cg18751306,-0.522499625,3.15275E-05
cg05860190,-0.301519924,3.15275E-05
cg02854902,-0.31227938,3.15439E-05
cg14550163,-0.193349977,3.15525E-05
cg03078269,0.256946531,3.15588E-05
cg07547054,-0.261083428,3.15697E-05
cg18023080,-0.184916658,0.000031582
cg22021794,-0.340438088,3.15955E-05
cg10549973,0.1499158,3.16354E-05
cg00045515,-0.471558251,3.16514E-05
cg08466256,-0.310043603,3.16665E-05
cg26189021,-0.355060361,3.16887E-05
cg01113680,-0.311261807,3.16985E-05
cg15509286,-0.342487978,3.17045E-05
cg26950369,-0.23380488,3.17239E-05
cg01515574,-0.297523502,3.17411E-05
cg24913349,0.1556526,3.17421E-05
cg27508904,-0.190479401,3.17525E-05
cg11046638,-0.292142238,3.17737E-05
cg00504285,-0.231407991,3.17902E-05
cg14503689,-0.275177285,3.18126E-05
cg24064224,-0.335840749,3.18148E-05
cg24497686,-0.325298242,3.18269E-05
cg27087650,-0.327365218,3.18608E-05
cg09305687,-0.102820113,3.18701E-05
cg08476595,0.149577524,3.18749E-05
cg11308921,-0.264358679,0.0000319
cg09906066,-0.245601517,3.19097E-05
cg12738765,-0.211913552,3.19276E-05
cg27004870,-0.23324453,3.19375E-05
cg01612110,-0.264962655,0.000031958
cg01277506,0.343702572,3.19647E-05
cg01932223,-0.166811165,3.19898E-05
cg07556599,-0.459270418,3.20054E-05
cg21168101,-0.258816246,0.000032011
cg26121782,-0.491341131,3.20413E-05
cg17580416,-0.20128284,3.20554E-05
cg03515829,-0.321026938,3.20709E-05
cg21241410,-0.370840651,3.20879E-05
cg16512458,0.219391727,0.000032109
cg06912515,-0.120493473,3.21107E-05
cg20286200,0.144059534,3.21229E-05
cg06425919,0.420247251,0.000032139
cg03800922,-0.271613813,3.21545E-05
cg00495811,-0.407609912,3.21724E-05
cg02334775,-0.285493555,3.21793E-05
cg27090988,-0.276319992,3.21883E-05
cg24431693,-0.318418094,0.000032208
cg04730685,0.163748936,0.000032216
cg05991902,-0.352075785,3.22203E-05
cg11972796,-0.187999401,3.22402E-05
cg19256368,-0.212580569,3.22544E-05
cg11658419,0.253488646,3.23352E-05
cg24543759,-0.319679692,3.23442E-05
cg19005519,-0.324240947,3.23585E-05
cg01188753,-0.549060701,3.23783E-05
cg07820868,0.159366247,3.23977E-05
cg01647795,-0.303817827,3.24367E-05
cg20931541,-0.490303371,3.24427E-05
cg08853735,-0.308657475,0.00003245
cg16116244,-0.194375726,3.24618E-05
cg24768187,-0.164087254,3.25066E-05
cg19570558,-0.204874707,0.000032508
cg15108334,-0.238255065,3.25174E-05
cg14564638,-0.537898408,3.25204E-05
cg09874659,-0.237719401,3.25277E-05
cg08732456,-0.184989781,3.25877E-05
cg23702610,0.485580687,0.000032593
cg00276455,-0.29425342,3.26064E-05
cg23847069,-0.230090179,3.26344E-05
cg07275218,-0.307576598,3.26588E-05
cg14289511,0.386295511,3.26654E-05
cg16317713,-0.156527157,3.26906E-05
cg07458509,-0.283699791,3.27453E-05
cg10990993,-0.359291919,3.27582E-05
cg09614810,-0.45641601,3.27682E-05
cg18596947,-0.175555709,3.27748E-05
cg19414591,0.328929073,3.27761E-05
cg13021619,0.135526494,3.27952E-05
cg24380380,-0.245952689,3.27971E-05
cg19088912,-0.334083245,3.28527E-05
cg09349128,-0.226034293,3.28572E-05
cg24425705,-0.232325985,3.28803E-05
cg04973925,-0.395600916,0.000032883
cg25013095,-0.280692996,3.28939E-05
cg26081841,0.173282701,3.29226E-05
cg24616385,-0.181562645,3.29391E-05
cg09277467,-0.251513248,0.000032976
cg23056155,-0.279484356,3.29829E-05
cg23449659,-0.242307206,0.000032985
cg07200939,-0.40907518,3.30723E-05
cg07668558,-0.337119375,3.30747E-05
cg04749873,-0.58106147,3.30778E-05
cg20820063,0.208707634,3.30911E-05
cg02660165,-0.151395274,3.31418E-05
cg01692233,0.120762239,0.000033156
cg03778769,-0.174290413,3.31725E-05
cg21665905,-0.255659012,3.31999E-05
cg23146741,-0.208139883,3.32008E-05
cg23990814,-0.124966306,0.000033228
cg11390763,-0.226482463,3.32307E-05
cg25210796,-0.339414263,3.32539E-05
cg11427463,-0.146774633,3.32743E-05
cg10808934,-0.379795619,3.33118E-05
cg18115507,0.17538454,3.33189E-05
cg06465306,-0.356667436,0.000033335
cg12616923,-0.201693816,3.33634E-05
cg25966817,-0.258817522,3.33873E-05
cg15123499,-0.273286236,3.34153E-05
cg01127300,-0.383945228,3.34274E-05
cg15237644,-0.246118872,3.34289E-05
cg17980404,-0.26897335,3.34297E-05
cg09846084,0.249995192,3.35054E-05
cg08276542,-0.313253703,3.35183E-05
cg15157241,-0.230941058,3.35206E-05
cg00601368,-0.299839343,3.35328E-05
cg10422047,-0.154546887,3.35445E-05
cg12384926,-0.327229246,3.35471E-05
cg01202150,0.301725004,3.35786E-05
cg16734967,-0.314655592,3.35889E-05
cg25641025,-0.166665646,0.000033643
cg03772567,0.25161754,3.36459E-05
cg03505638,-0.152369415,3.36669E-05
cg04830471,-0.273933676,3.36793E-05
cg09277575,-0.229065161,3.36979E-05
cg18308516,-0.243046641,3.36992E-05
cg27631057,-0.276127173,3.37391E-05
cg26613778,-0.359510073,3.37425E-05
cg24670927,-0.222729402,3.37622E-05
cg08300899,-0.237878256,3.37703E-05
cg12593793,-0.355206589,3.37987E-05
cg00677686,-0.191939178,3.38053E-05
cg02582183,-0.253044292,3.38118E-05
cg23669034,-0.22976404,3.38645E-05
cg05582310,-0.487582388,3.38987E-05
cg16001323,-0.286736012,3.39076E-05
cg13657200,-0.251584966,3.39134E-05
cg21531604,0.218806989,3.39724E-05
cg18572214,-0.268967684,3.40222E-05
cg12421282,-0.23419252,3.40259E-05
cg05130075,-0.475122426,3.40389E-05
cg07660635,-0.276699299,3.40396E-05
cg14055004,-0.320824321,3.40523E-05
cg19388050,-0.225303153,3.41042E-05
cg25084878,0.180044642,3.41438E-05
cg04794887,-0.201477815,3.41477E-05
cg02872914,-0.17640732,3.41657E-05
cg12296772,0.361209975,3.41678E-05
cg22019569,-0.222643234,3.42266E-05
cg14619249,-0.155493454,3.42489E-05
cg21871091,-0.423968615,3.42651E-05
cg22112587,-0.211700671,3.42751E-05
cg18258620,-0.204420255,3.42815E-05
cg08827110,-0.285527137,3.42854E-05
cg01037726,-0.285281431,3.42934E-05
cg20987431,-0.480522088,3.43312E-05
cg08124156,-0.2683133,3.43422E-05
cg10022914,-0.412298768,3.43843E-05
cg00458932,-0.408052422,3.44832E-05
cg04929543,-0.290845157,3.44842E-05
cg04677622,-0.271433761,3.44857E-05
cg26331343,-0.311687798,3.44879E-05
cg18182216,0.44528835,3.44981E-05
cg03694738,-0.318888065,3.45044E-05
cg09926649,-0.193679676,3.45209E-05
cg19823698,-0.187344832,3.45211E-05
cg26893451,-0.260585279,3.45401E-05
cg01986631,-0.209412596,3.45622E-05
cg09203240,-0.250388928,3.46027E-05
cg07366967,-0.243712499,3.46309E-05
cg00132716,-0.17739808,3.46379E-05
cg08575883,-0.461321649,3.46502E-05
cg11045198,-0.235562495,3.47194E-05
cg19771626,-0.203500552,3.47322E-05
cg26390156,0.265308842,3.47355E-05
cg19523082,0.185404209,3.47829E-05
cg06775361,-0.282078567,3.47894E-05
cg08354053,-0.223711178,3.47959E-05
cg03753385,-0.211536633,0.000034797
cg01913577,-0.346820233,3.48202E-05
cg23196584,-0.289038566,3.48362E-05
cg15689036,-0.257401025,3.48546E-05
cg22083298,-0.424881214,3.48576E-05
cg11171825,-0.400717709,3.48623E-05
cg18588266,-0.337237553,3.48658E-05
cg19660878,-0.118877704,3.49283E-05
cg09569760,-0.251205188,3.49321E-05
cg12743248,-0.371080445,3.49394E-05
cg18935453,-0.175249763,3.49611E-05
cg17008052,-0.213750101,3.49725E-05
cg11582579,-0.318069446,3.49788E-05
cg21253943,-0.321911003,3.49798E-05
cg25079865,-0.264576296,3.51001E-05
cg18912103,-0.134969787,3.51019E-05
cg21531389,-0.16452639,3.51039E-05
cg20655068,-0.266627471,3.51198E-05
cg24630957,-0.258099851,3.51273E-05
cg25948255,-0.287278787,3.51454E-05
