cpg,beta,p
cg01861349,-1.315800246,1.26345E-07
cg03619075,-1.247687339,1.2635E-07
cg20958732,1.12337959,1.26373E-07
cg17426237,-1.1685009,1.26373E-07
ch.8.24555156R,-1.39588296,1.26377E-07
cg06655225,-1.523340221,1.26422E-07
cg18160880,-1.159011772,1.26431E-07
cg02606566,1.477432067,1.26472E-07
cg07295092,1.604886352,1.26493E-07
cg10250580,-1.536427778,1.26619E-07
cg18903480,-1.372532433,1.26665E-07
cg01071802,-1.395609341,1.26696E-07
cg00743991,-1.621313647,1.26705E-07
cg07608482,1.297341803,1.26725E-07
cg13487185,1.258799865,1.26747E-07
cg14575009,1.333334005,1.26768E-07
cg14844236,1.261117868,1.26834E-07
cg00175859,1.077438931,1.2688E-07
cg16821755,1.913476364,1.27073E-07
cg16294016,1.145073051,1.27138E-07
cg04237804,-1.336554916,1.27148E-07
cg05233289,-1.295448447,1.27224E-07
cg03859909,1.175734949,1.27241E-07
cg23369234,1.355558983,1.27441E-07
cg01047555,1.167014357,1.27452E-07
cg14862260,-1.50559461,1.27551E-07
cg18590590,1.380548634,1.27573E-07
cg03695871,1.145751921,1.27633E-07
cg06602594,-1.353966761,1.2764E-07
cg08101172,-1.423214429,1.27714E-07
cg21342470,1.333511433,1.27727E-07
cg13662628,-1.275095836,1.27778E-07
cg15039603,-1.591701399,1.27827E-07
cg23514619,1.225633194,1.27857E-07
cg11949172,-1.21152949,1.27861E-07
cg12595585,-1.179777285,1.27924E-07
cg05049280,1.278722521,1.27992E-07
cg13684625,-1.082253181,1.27998E-07
cg23599820,1.043011127,1.28009E-07
cg07252731,1.145920053,1.28081E-07
cg02702011,-1.506993158,1.28096E-07
cg19031575,-1.371270303,1.28232E-07
cg02099418,-1.025752435,1.28263E-07
cg13569651,1.188638011,1.2838E-07
cg15144319,1.278036307,1.28471E-07
cg26008390,-1.169527074,1.28475E-07
cg10545644,-1.233942949,1.28483E-07
cg06840239,1.274912176,1.2854E-07
cg06300268,-1.605495327,1.28567E-07
cg11619879,-1.334086284,1.28655E-07
cg08848753,-1.310214321,1.28727E-07
cg23612222,-1.230986744,1.28737E-07
cg06489728,-1.208098311,1.28774E-07
cg21978195,-1.670810515,1.28802E-07
cg17541002,-1.411510061,1.28809E-07
cg03258139,-1.223859316,1.28832E-07
cg10740282,1.504533532,1.2884E-07
cg23877831,-1.208161022,1.28869E-07
cg02728223,-1.311068447,1.28881E-07
cg13926279,1.371535299,1.28889E-07
cg04791523,-1.532952791,1.28933E-07
cg08716255,-1.020212685,1.29205E-07
cg04073913,-1.950237976,1.29214E-07
cg14343652,1.303795215,1.29218E-07
cg08831354,1.562528926,1.29229E-07
cg02431672,1.477838799,1.29264E-07
cg00018198,-1.607599998,1.29291E-07
cg17475200,1.516764532,1.29306E-07
cg02622835,-1.55511103,1.29406E-07
cg15388264,1.248902846,1.29429E-07
cg10245072,-1.392253864,1.29486E-07
cg00160183,1.245742632,1.29639E-07
cg01215695,-1.633702028,1.29762E-07
cg27470307,-1.190643641,1.29792E-07
cg13785189,-1.159060511,1.29877E-07
cg05949034,1.33483696,1.2989E-07
cg06819492,-1.263952417,1.29899E-07
cg17764818,-1.285057139,1.29936E-07
cg26859586,1.287577305,1.29979E-07
cg15835463,-1.210310894,1.29984E-07
cg12108527,1.297375208,1.29999E-07
cg05460950,-1.242105248,1.30026E-07
cg18685243,1.177813562,1.30039E-07
cg15608151,-1.710373139,1.30086E-07
cg01522278,-1.108624683,1.30089E-07
cg04948475,-1.206860562,1.301E-07
cg07674535,-1.11877432,1.30145E-07
cg00359604,1.253082436,1.30171E-07
cg22104394,-1.114909537,1.30235E-07
cg13319501,-1.552196887,1.30247E-07
cg20246113,-1.276514364,1.30471E-07
cg08163163,-1.750922203,1.30489E-07
cg09860050,-1.172957052,1.30548E-07
cg00182877,-1.309364532,1.30618E-07
cg18488462,-1.449280629,1.30666E-07
cg08854306,1.344123247,1.30746E-07
cg02612007,1.258153839,1.30764E-07
cg14045955,-1.683616198,1.30766E-07
cg25254825,1.379593791,1.3077E-07
cg16854826,-1.325219935,1.30857E-07
cg01868382,-1.268343742,1.30926E-07
cg19726546,-1.788624933,1.30934E-07
cg10840412,1.506328919,1.30972E-07
cg08695558,1.178398116,1.3098E-07
cg09378456,-1.409188318,1.30999E-07
cg02755956,-1.4111497,1.31021E-07
cg05131102,-1.069849596,1.31035E-07
cg07895169,-1.223863542,1.31127E-07
cg15985191,1.142094124,1.31158E-07
cg16280098,1.441535536,1.3119E-07
cg17397631,1.327133985,1.31249E-07
ch.19.931598F,-1.410994202,1.31307E-07
cg27230930,-1.659750069,1.31316E-07
cg02331772,1.373644668,1.31334E-07
cg01948217,-1.147126646,1.31371E-07
cg02043159,1.352734773,1.31376E-07
cg14075156,-1.246501622,1.31489E-07
cg00089091,1.103251004,1.31635E-07
cg04696171,1.609456081,1.31783E-07
cg24942226,1.101485068,1.31818E-07
cg09941406,1.077880278,1.31827E-07
cg06025981,-1.59173534,1.3191E-07
cg20763327,1.24145276,1.31969E-07
cg07310661,1.795615364,1.32029E-07
cg21446102,1.269270172,1.3208E-07
cg00964137,-1.417968241,1.32213E-07
cg25026981,1.135967529,1.32341E-07
cg02636461,-1.705977112,1.32453E-07
cg05064925,1.311355575,1.32509E-07
cg16463100,-1.417820176,1.32534E-07
cg27317447,1.080430749,1.32551E-07
cg23259384,-1.137796387,1.32605E-07
cg17030981,-1.425413368,1.32729E-07
cg20682991,-1.125066305,1.32757E-07
cg02593905,-1.290226184,1.3288E-07
cg03334568,1.434841531,1.32885E-07
cg16659657,-1.429579142,1.33063E-07
cg19153883,-1.165590493,1.33114E-07
cg10307051,-1.987501165,1.33128E-07
cg03119028,-1.181366015,1.33249E-07
cg04581073,-1.227520092,1.33251E-07
cg11690666,1.26006734,1.33256E-07
cg20767722,-1.267998785,1.33362E-07
cg15473186,-1.339903535,1.33394E-07
cg07916884,-1.204096628,1.33491E-07
cg27340958,-1.347279726,1.33529E-07
cg00974523,-1.174859933,1.3356E-07
cg25794884,1.637037688,1.33625E-07
cg11690578,-1.252613794,1.33682E-07
cg00392677,1.234413777,1.33793E-07
cg06243452,-1.471073758,1.33852E-07
cg13389684,1.616357534,1.33883E-07
cg18813989,-1.309113004,1.33921E-07
cg17741799,1.400779807,1.33956E-07
cg03321592,1.49487215,1.34098E-07
cg20743280,1.290996487,1.34217E-07
cg03725447,1.622193804,1.34315E-07
cg02926005,1.137491204,1.344E-07
cg06450446,-1.139210827,1.34473E-07
cg18110483,1.023209683,1.34541E-07
cg26640866,-1.40057462,1.34549E-07
cg23906291,1.196422219,1.34578E-07
cg05976623,-1.352778436,1.34625E-07
cg03497652,1.074194538,1.34652E-07
cg22115204,-1.492420887,1.34665E-07
cg04340567,-1.37850051,1.34674E-07
cg13775627,-1.385185698,1.34721E-07
cg02991338,1.129705506,1.34726E-07
cg14709449,-1.437216799,1.34728E-07
cg10182092,-1.316465865,1.34788E-07
ch.15.1458091R,-1.523223334,1.34798E-07
cg04952694,-1.897411807,1.34836E-07
cg13296214,-1.506056989,1.34888E-07
cg25223851,1.373886553,1.35034E-07
cg02711976,-1.104414008,1.35198E-07
cg14271713,1.233674716,1.35235E-07
cg18885107,-1.48326711,1.35285E-07
cg07410633,1.443145382,1.35434E-07
cg01563485,-1.230958225,1.35441E-07
cg09366796,-1.338075439,1.35463E-07
cg24557248,1.457191487,1.35544E-07
cg15532522,1.171236551,1.35568E-07
cg01068452,1.576100457,1.35572E-07
cg27139941,-1.286862142,1.35574E-07
cg20730917,-1.457563516,1.35577E-07
cg15928392,-1.142598117,1.35612E-07
cg21859290,1.173073595,1.35697E-07
cg25530169,1.248050262,1.35812E-07
cg05291588,1.168757508,1.35829E-07
cg02009228,-1.637736982,1.35939E-07
cg24680320,1.126201023,1.35971E-07
cg03209854,1.351338923,1.35998E-07
cg17819983,1.267303628,1.36018E-07
cg26968245,-1.293509944,1.36053E-07
cg21000533,-1.222558933,1.36183E-07
cg05848640,-1.388514646,1.36243E-07
cg12556309,-1.285082981,1.36322E-07
cg19585103,1.569135948,1.36375E-07
cg01390728,-1.577793647,1.36426E-07
cg10600367,-1.307815393,1.36614E-07
cg24542852,1.418390521,1.36648E-07
cg04564989,-1.418127826,1.36677E-07
cg20706482,-1.22941425,1.36703E-07
cg26935219,-1.33975901,1.36756E-07
cg04826284,1.339511096,1.36825E-07
cg12811795,1.156739316,1.36862E-07
cg01076405,1.494854024,1.36868E-07
cg04592208,-1.851234032,1.36918E-07
cg18589278,-1.393407006,1.36937E-07
cg07917842,-1.186086644,1.37114E-07
cg23287661,-1.010313473,1.37157E-07
cg25629572,1.105356497,1.37179E-07
cg01858300,1.51567391,1.37247E-07
cg20095338,0.975559205,1.37263E-07
cg10537699,1.592988131,1.37284E-07
cg07646714,1.483862848,1.37291E-07
cg04441562,1.412863981,1.37319E-07
cg16021551,-1.616719428,1.37418E-07
ch.20.750973F,-1.155684405,1.3743E-07
cg05408521,-1.20766354,1.37432E-07
cg17611951,1.001317411,1.37491E-07
cg18912560,-1.180171811,1.37608E-07
cg15232319,1.402967198,1.37627E-07
cg20845748,1.436768737,1.37628E-07
cg15035437,1.334185866,1.3766E-07
cg17704189,1.153441227,1.37775E-07
cg02611863,-1.007722342,1.37837E-07
cg03207246,-1.525195752,1.37892E-07
cg20895054,-1.418679276,1.37904E-07
cg27452670,-1.693831861,1.37998E-07
cg01604883,1.162232045,1.3815E-07
cg10759293,1.284652734,1.3818E-07
cg22354782,1.035957092,1.38185E-07
cg07434271,1.133783523,1.38356E-07
cg01794929,1.265628278,1.38437E-07
cg02447606,1.384979596,1.38442E-07
cg04269641,-1.590176849,1.38491E-07
cg22278296,1.46499496,1.38525E-07
cg27017562,1.143452257,1.38526E-07
cg07730946,-1.307810194,1.38546E-07
cg27434072,-1.090200265,1.38585E-07
cg02698926,-1.272128126,1.38591E-07
cg13977779,-1.558800718,1.38621E-07
cg04987827,1.225472524,1.38672E-07
cg07000831,1.2697457,1.38722E-07
cg15226715,1.371955532,1.38785E-07
cg00014754,1.306323473,1.38853E-07
cg20496568,-1.461071931,1.38864E-07
cg21784917,1.357202521,1.38876E-07
cg02125316,1.228074545,1.38898E-07
cg16559570,-2.363485707,1.39015E-07
cg02407581,-1.84686865,1.39028E-07
cg16108684,1.127067704,1.39236E-07
cg16822572,-1.221401445,1.39253E-07
cg22348066,-1.143201531,1.39285E-07
cg14839808,1.419849292,1.39345E-07
cg21996139,-1.29508856,1.39395E-07
cg14349378,1.119908528,1.39398E-07
cg13173552,1.395729124,1.39428E-07
cg06354558,-1.458142745,1.39474E-07
cg16133703,-1.207517722,1.39538E-07
cg16087432,-1.173278535,1.39614E-07
cg16487280,-1.226319602,1.39705E-07
cg13426340,-1.214186697,1.39709E-07
cg18278817,-1.378036036,1.39812E-07
cg08859912,1.248410072,1.39862E-07
cg24007917,1.172299822,1.39866E-07
cg19192878,-1.190334185,1.39923E-07
cg06288270,-1.644607186,1.39976E-07
cg23819016,-1.132579798,1.40006E-07
cg06791415,-1.561574075,1.40012E-07
cg02245534,1.167366983,1.40127E-07
cg01225317,1.258866037,1.40162E-07
cg07613459,-1.231968011,1.40169E-07
cg27645955,1.163593841,1.40196E-07
cg20304210,1.298048554,1.40209E-07
cg22379574,1.190330446,1.40217E-07
cg13736585,-1.283438944,1.40335E-07
cg00807959,1.383401889,1.40355E-07
cg07501063,-1.127137102,1.40399E-07
cg20935933,1.156446491,1.40413E-07
cg23641899,1.11213937,1.40444E-07
cg09542838,-1.220040926,1.40529E-07
cg01228339,1.596298818,1.40536E-07
cg19403014,1.435003414,1.40629E-07
cg03345757,-1.198172825,1.40638E-07
cg05599155,-1.174741333,1.40694E-07
cg00984602,1.242090296,1.40754E-07
cg07382590,1.327818954,1.40761E-07
cg00241427,-1.87326627,1.40769E-07
cg13405636,-2.321074093,1.40775E-07
cg19574017,1.269782041,1.40779E-07
cg26967211,1.256601955,1.40799E-07
cg19990651,-2.163359222,1.40826E-07
cg03946269,1.249860126,1.41028E-07
cg21123913,1.23639716,1.4105E-07
cg13449778,1.316819096,1.41159E-07
cg11289748,1.45162221,1.41173E-07
cg05021589,-1.002687737,1.41181E-07
cg20715048,1.389204343,1.41186E-07
cg26917125,-1.402578649,1.41228E-07
cg27111150,1.533583911,1.41253E-07
cg11992736,-1.1002549,1.41263E-07
cg06182359,1.358146584,1.41335E-07
cg02402208,-1.159505387,1.41348E-07
cg05396212,1.147034197,1.41484E-07
cg16470306,-1.833398608,1.41512E-07
cg23966123,1.271209383,1.41522E-07
cg20177086,-1.346572022,1.41542E-07
cg09542111,1.2133202,1.41548E-07
cg25973534,1.338894456,1.41574E-07
cg27184438,-1.158638957,1.41636E-07
cg13099644,-1.344010197,1.4165E-07
cg18506390,1.239212238,1.41667E-07
cg02311414,1.172666072,1.41786E-07
cg02801482,1.245163204,1.41848E-07
cg20260312,-1.183166236,1.41898E-07
cg10214421,1.40770623,1.41958E-07
cg04512704,1.464456952,1.41968E-07
cg26307206,1.175191054,1.42004E-07
cg05222354,-1.207827098,1.42032E-07
cg21395147,1.264101041,1.42164E-07
cg09929564,-1.276531332,1.42166E-07
cg00906167,1.401296218,1.422E-07
cg19942560,-1.196511592,1.42238E-07
cg19518963,-1.213823678,1.42239E-07
cg10987882,1.540470332,1.42328E-07
cg04529785,1.180596745,1.4234E-07
cg09250149,-1.186053532,1.42488E-07
cg00744920,1.27697904,1.42572E-07
cg13908833,-1.572328127,1.42678E-07
cg20454888,-1.257907934,1.42688E-07
cg21338747,-1.51529961,1.42712E-07
cg22082397,1.648312769,1.42749E-07
cg25743486,-1.646929783,1.42856E-07
cg26953727,1.439545151,1.42902E-07
cg01210084,-1.369407703,1.42977E-07
cg21046364,-1.371497258,1.43007E-07
cg26410105,-1.340055105,1.43065E-07
cg24208990,1.21856827,1.43124E-07
cg00466301,1.316791756,1.43153E-07
cg01501264,-1.242009152,1.43197E-07
cg01563663,1.304500281,1.43309E-07
cg15114328,1.202438119,1.43507E-07
cg00867694,1.569351208,1.43562E-07
cg14287022,-1.046964436,1.43701E-07
cg27395226,1.196559767,1.43849E-07
cg10482913,-1.351684868,1.43905E-07
cg18424634,1.104537362,1.44026E-07
cg08620636,-1.208424192,1.44062E-07
cg21579578,-1.451671281,1.44121E-07
cg25165860,-1.261788668,1.44176E-07
cg21587412,1.202695622,1.44238E-07
cg14381390,1.348603939,1.44404E-07
cg24362238,-1.259070898,1.44507E-07
cg06563086,1.155350491,1.44518E-07
cg02340915,1.541356314,1.44526E-07
cg26166854,-1.30813078,1.44929E-07
cg06048556,-1.256983799,1.44941E-07
cg06762442,-1.197555989,1.44957E-07
cg18273818,-1.103681469,1.44959E-07
cg11548363,-1.48922545,1.45036E-07
cg03738134,1.277824309,1.45065E-07
cg24510909,1.407092524,1.45184E-07
cg17021798,-1.719797137,1.45235E-07
cg05873268,1.186688671,1.45249E-07
cg10701000,-1.331021884,1.45393E-07
cg07992040,1.533243429,1.45416E-07
cg27643919,-1.232576294,1.45515E-07
cg00027037,1.290037613,1.45557E-07
cg15997512,-1.232072564,1.45568E-07
cg24546314,1.384031046,1.4571E-07
cg00807430,1.425556946,1.45713E-07
cg22439777,1.542916168,1.45743E-07
cg26758386,-1.322604076,1.45839E-07
cg09883381,-1.518557843,1.45846E-07
cg05621843,1.341438975,1.45858E-07
cg03863721,-1.376577466,1.45944E-07
cg07237653,-1.266281711,1.45987E-07
cg11379605,-1.229885992,1.45993E-07
cg24340333,-1.276182211,1.46175E-07
cg21166781,-1.278395107,1.4621E-07
cg10022510,1.426628739,1.46299E-07
cg14169158,1.369827287,1.46312E-07
cg26831042,1.393158224,1.46371E-07
cg18849300,1.295819656,1.46371E-07
cg20418501,-1.235065584,1.46435E-07
cg25555424,1.281390043,1.46479E-07
cg01568254,-1.380459011,1.46494E-07
cg19188207,-1.277707602,1.46548E-07
cg16348316,-1.226181101,1.46564E-07
cg24143843,-1.60345289,1.46694E-07
cg06358218,-1.161286872,1.46704E-07
cg03833238,-1.618753717,1.46723E-07
cg22794795,1.096530022,1.4673E-07
cg07830134,-2.085221417,1.46804E-07
cg01952144,1.633490131,1.46819E-07
cg05133323,-1.430456629,1.46837E-07
cg01249823,-1.086624549,1.4696E-07
cg10806318,-1.335726427,1.47036E-07
cg02278414,1.215512853,1.47069E-07
cg26942829,-1.231796412,1.47105E-07
cg27138088,1.15925237,1.47208E-07
cg16676551,1.249918259,1.47232E-07
cg26514584,-1.402746411,1.47301E-07
cg00130223,-2.102899141,1.47356E-07
cg16583330,-1.224783935,1.47364E-07
cg18889183,1.412639897,1.47389E-07
cg15529703,-1.604675921,1.47415E-07
cg07816873,-1.275427669,1.47601E-07
cg21005416,-1.678302693,1.47749E-07
cg08284713,1.593372709,1.47784E-07
cg14015851,-1.079810825,1.47797E-07
cg01541773,-1.42807518,1.47827E-07
cg17286435,-1.297148082,1.47858E-07
cg04400521,-1.509020426,1.47895E-07
cg04932205,-1.330255586,1.47901E-07
cg07661849,-1.670626231,1.47913E-07
cg01405684,-1.101925335,1.47945E-07
ch.3.78427614R,-0.995913353,1.47996E-07
cg03297966,1.393900121,1.4817E-07
cg16018548,-1.582857751,1.48174E-07
cg20655342,-1.517507161,1.4823E-07
cg20347986,-1.079452371,1.48255E-07
cg16632433,1.172645603,1.48293E-07
cg00675737,1.299820412,1.48489E-07
cg26936219,-1.21060328,1.48638E-07
cg01923272,-1.410411773,1.48651E-07
cg19069882,-1.047683704,1.48678E-07
cg24500832,1.146816745,1.4871E-07
cg07140158,-1.276892629,1.48761E-07
cg03837526,-1.515066214,1.48813E-07
cg09729955,-1.305966493,1.48829E-07
cg13987078,1.067632279,1.48835E-07
cg13552867,1.480715779,1.48879E-07
cg11609001,1.151290588,1.48914E-07
cg04908013,-1.28610036,1.49071E-07
cg22088417,-1.233028767,1.49254E-07
cg02567751,-1.330895651,1.49259E-07
cg15579817,1.369860665,1.49263E-07
cg01114156,-1.441293311,1.49263E-07
cg17807663,1.189484021,1.49378E-07
cg21829420,-1.436989149,1.49434E-07
cg11149930,1.114653975,1.49435E-07
cg16998810,1.194651247,1.4946E-07
cg16490062,-1.265373907,1.49469E-07
cg11326166,-1.553722789,1.49492E-07
cg26965819,-1.503474155,1.49502E-07
cg18809991,-1.263213646,1.49587E-07
cg12139479,-1.502258372,1.49634E-07
cg14252164,1.471706366,1.49699E-07
cg22837499,1.892976192,1.49717E-07
cg21400344,1.288003795,1.49744E-07
cg14014936,-1.557914064,1.49782E-07
cg09310891,1.242440511,1.49834E-07
cg26322231,-1.254726121,1.4988E-07
cg26998529,-1.699004431,1.49893E-07
cg07271186,1.657784112,1.49929E-07
cg00455439,-1.213473668,1.50029E-07
cg18191196,-1.572178124,1.50051E-07
cg03235603,-1.246590875,1.50088E-07
cg01008256,1.2122488,1.50121E-07
cg19699140,-1.294053671,1.50143E-07
cg15241786,1.217080013,1.50195E-07
cg00201670,1.284036112,1.50374E-07
cg02678414,-1.154277229,1.50426E-07
cg15533646,-1.486199962,1.50446E-07
cg02326058,-1.14440939,1.50548E-07
cg12715136,-1.335335743,1.5064E-07
cg27389205,-1.341313804,1.50653E-07
cg04522040,1.320884401,1.50667E-07
cg23832237,1.244630403,1.50799E-07
cg04843946,-1.487996743,1.50877E-07
cg23480820,-1.539378567,1.50936E-07
cg02721858,-1.351954071,1.50954E-07
cg14425602,-1.37150897,1.50962E-07
cg14319569,-1.43796246,1.50981E-07
cg13291704,1.292144634,1.5102E-07
cg15076869,1.841738108,1.51083E-07
cg03149958,-1.190626384,1.51109E-07
cg26882009,-1.737510929,1.51161E-07
cg15452590,-1.371659219,1.512E-07
cg05093469,-1.735265137,1.51205E-07
cg20427318,-1.156979165,1.51253E-07
cg11404486,1.193415221,1.51259E-07
cg20413923,1.916253434,1.51286E-07
cg04245057,-1.148472445,1.51329E-07
cg03584693,1.454643577,1.51453E-07
cg18335740,1.260425382,1.51476E-07
cg06893371,1.310051533,1.51492E-07
cg14756878,1.190143071,1.51508E-07
cg01966599,-1.29121745,1.51613E-07
cg19339916,-1.558524116,1.51621E-07
cg26900398,1.223623025,1.51666E-07
cg12109221,-1.259271003,1.51691E-07
cg18899802,-1.33266666,1.51776E-07
cg04903163,1.34723299,1.51805E-07
cg01884232,-1.261183108,1.51886E-07
cg02263813,1.261081417,1.51928E-07
cg23076086,-1.315997751,1.51987E-07
cg20606821,-1.228109337,1.52132E-07
cg05166490,1.451578303,1.52134E-07
cg25443512,-1.38452627,1.52253E-07
cg04634034,-1.748647253,1.5228E-07
cg00074244,1.22453238,1.52319E-07
cg20569893,-1.195158747,1.52442E-07
cg15060929,1.369322965,1.52456E-07
cg25843111,-1.420436076,1.52494E-07
cg13950905,-1.302482954,1.52505E-07
cg22724179,-1.27032209,1.52512E-07
cg12339003,-1.361472772,1.52586E-07
cg25885771,-1.38264253,1.52668E-07
cg25091829,-1.28191858,1.52737E-07
cg06115851,1.127902343,1.52825E-07
cg24789143,-1.390566627,1.53036E-07
cg14163691,-1.258853673,1.53165E-07
cg20925434,1.190919048,1.53351E-07
cg08833952,-1.216242088,1.53363E-07
cg05153791,-1.300406844,1.53581E-07
cg01826056,1.515799608,1.53596E-07
cg24336718,1.393124641,1.5362E-07
cg00959259,-1.865230126,1.53656E-07
cg23493167,-2.026234504,1.53657E-07
cg23567562,1.287813451,1.53717E-07
cg19343861,-1.331410221,1.53754E-07
cg00975587,1.375091522,1.53789E-07
cg16525838,-1.614540234,1.53874E-07
cg27206407,-0.973562695,1.53888E-07
cg16702713,-1.244756654,1.53916E-07
cg19870355,-1.420497364,1.54038E-07
cg06099465,1.234077099,1.54044E-07
cg23060379,-1.628383323,1.54053E-07
cg03103218,-1.178947679,1.54067E-07
cg09927198,-1.15016592,1.54113E-07
cg01554625,-1.345129207,1.54289E-07
cg27046492,1.161214742,1.54347E-07
cg25907053,1.323319426,1.54427E-07
cg13138952,1.254075534,1.54434E-07
cg19284726,-1.18318736,1.54644E-07
cg16267920,-1.455734734,1.54696E-07
cg02372821,-1.844236455,1.54722E-07
cg22469355,-1.153499452,1.54875E-07
cg14061886,-1.166909653,1.54893E-07
cg05576959,1.243746613,1.55014E-07
cg01161629,-1.563618511,1.55041E-07
cg00305285,-1.173631752,1.55118E-07
cg07916071,-1.499233621,1.55152E-07
cg18956481,1.094356276,1.55239E-07
cg20150972,1.297385681,1.55264E-07
cg25073705,-1.54682978,1.5528E-07
cg00386925,-1.197315026,1.55306E-07
cg05880372,1.288763378,1.55355E-07
cg13114622,1.459659699,1.55393E-07
cg19720914,1.329825142,1.55412E-07
cg20965478,1.732368584,1.55515E-07
cg01470323,1.273150099,1.5552E-07
cg24884703,-1.386693221,1.5558E-07
cg09567837,-1.296265982,1.55731E-07
cg26974214,-1.127891762,1.55785E-07
cg03558222,1.27034485,1.55792E-07
cg13298466,-1.1890223,1.55817E-07
cg06517984,-2.04048189,1.55865E-07
cg19812400,-1.190104784,1.5593E-07
cg17419241,1.286308674,1.55951E-07
cg23732845,-1.131640933,1.5597E-07
cg00946979,-1.155128936,1.55987E-07
cg16897005,-1.954606046,1.56013E-07
cg14093018,-1.377274025,1.56087E-07
cg13771797,1.278297275,1.56154E-07
cg07207682,1.354048901,1.56156E-07
cg09996344,-1.142743256,1.56207E-07
cg02650972,1.392678892,1.56221E-07
cg08128925,-1.764402526,1.56334E-07
cg01620165,1.57158848,1.56459E-07
cg13671128,-1.460752986,1.56496E-07
cg06397523,-1.813261835,1.56519E-07
cg04976753,1.149728716,1.56545E-07
cg16492377,1.088347145,1.5657E-07
cg03238709,-1.443425481,1.5658E-07
cg12415060,-1.109940456,1.56596E-07
cg09706029,1.373265302,1.56614E-07
cg01626681,1.22213328,1.56663E-07
cg23069297,-1.369575369,1.56666E-07
cg09078293,-1.077916562,1.56746E-07
cg24402151,-0.990184696,1.56756E-07
cg24082573,1.318753541,1.56807E-07
cg26462906,-1.135593557,1.56821E-07
cg05994819,1.39737384,1.5685E-07
cg24309049,1.410746718,1.56866E-07
cg02865447,1.357420768,1.56984E-07
cg23694520,-1.159359147,1.57156E-07
cg15866213,-1.109041664,1.57241E-07
cg01138791,-1.356323181,1.57287E-07
cg06728497,1.293400898,1.57421E-07
cg08706873,1.821964154,1.57425E-07
cg03773636,1.445928831,1.57456E-07
cg03061811,-1.37751004,1.575E-07
cg17623629,-1.074848344,1.57507E-07
cg06076323,1.316440877,1.57525E-07
cg14615893,-1.274678234,1.57576E-07
cg21035471,1.339022124,1.57666E-07
cg02086523,1.32735967,1.57754E-07
cg14266436,-1.289599189,1.57798E-07
cg25520249,-1.485932679,1.57837E-07
cg00490097,-1.108375719,1.58537E-07
cg05085267,-1.170852275,1.58643E-07
cg04117460,-1.394825224,1.58644E-07
cg03787849,1.246780642,1.58817E-07
cg19371708,1.11393962,1.58837E-07
cg11142013,1.17760916,1.5888E-07
cg18520994,1.365536452,1.58937E-07
cg01085853,-1.091652171,1.59055E-07
cg17818847,-1.377552599,1.591E-07
cg12973017,-1.370032208,1.59105E-07
cg11342366,1.487888852,1.59159E-07
cg05866308,-1.26857596,1.59164E-07
cg25260255,-1.158803259,1.59179E-07
cg01623343,-1.240166677,1.59257E-07
cg09967479,-1.568014039,1.59261E-07
cg02664157,1.374472348,1.5928E-07
cg10141377,1.193770822,1.5929E-07
cg02951021,1.590971356,1.59307E-07
cg15046299,-1.305839347,1.59318E-07
cg06208834,-1.342739682,1.59491E-07
cg24894629,-1.129877318,1.59581E-07
cg13645902,1.525749967,1.59676E-07
cg02778551,-1.40057776,1.59948E-07
cg10443532,1.161297041,1.60006E-07
cg07364526,-1.261499766,1.60042E-07
cg22935432,1.210598566,1.60105E-07
cg18164611,-1.202736146,1.60109E-07
cg12879038,-1.243280557,1.60114E-07
cg11156817,1.949285359,1.60118E-07
cg03860400,1.329076871,1.60317E-07
cg27186280,-1.348696059,1.60409E-07
cg16175577,-1.699697845,1.60442E-07
cg06580800,-1.356007267,1.60442E-07
cg01040719,-1.674941116,1.60452E-07
cg09457245,-1.108395232,1.60521E-07
cg15975832,-1.033969841,1.60536E-07
cg10202693,-1.162941358,1.60563E-07
cg10878076,-1.195802469,1.60566E-07
cg13470333,-1.173195897,1.60646E-07
cg24935288,-1.114150916,1.60669E-07
cg08466269,1.262080791,1.60817E-07
cg02322203,1.369148393,1.60834E-07
cg02025971,-1.446271699,1.60842E-07
cg05331626,1.228350843,1.6089E-07
cg00633736,1.282901956,1.60909E-07
cg24811740,0.851134687,1.60913E-07
cg12002119,1.341256035,1.60935E-07
cg08936549,1.293105082,1.60949E-07
cg05468584,1.344441756,1.61094E-07
cg16589271,-1.371846497,1.61103E-07
cg19651935,1.539895685,1.61111E-07
cg23456739,1.456519914,1.61204E-07
cg16702014,-1.188132814,1.6139E-07
cg10043709,-1.580667882,1.61503E-07
cg03723211,-1.52657688,1.61521E-07
cg14128173,-1.38052127,1.61545E-07
cg25249613,1.108965149,1.6161E-07
cg00257271,-1.121478976,1.61908E-07
cg06587243,1.186016708,1.61973E-07
cg13369206,1.399953785,1.62029E-07
cg14833810,-1.289835571,1.62127E-07
cg03930004,-1.577547255,1.62135E-07
cg02246725,1.070604878,1.62156E-07
cg24544003,-1.225276635,1.62172E-07
cg07287401,-1.416398313,1.62205E-07
cg04884798,1.236723596,1.62237E-07
cg08286218,-1.319014904,1.62398E-07
cg05935660,-1.230999727,1.62492E-07
cg24435534,-1.375209907,1.6257E-07
cg19275999,-1.216444561,1.62583E-07
cg16970828,1.586973768,1.62619E-07
cg09759808,-1.509369964,1.62644E-07
cg15889173,1.34084891,1.62663E-07
cg10320211,-1.106370474,1.62722E-07
cg25205946,-1.082144212,1.62774E-07
